,Title,Publication Link,Authors,Pureportal Link,Publication Date
104,"A Time Series Based Study of Correlation, Channel Power Imbalance and Diversity Gain in Indoor Distributed Antenna Systems at 60 GHz",https://pureportal.coventry.ac.uk/en/publications/a-time-series-based-study-of-correlation-channel-power-imbalance-,"Yoo, S. K.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,1 Nov 2021
105,Bispectrum-based Cross-frequency Functional Connectivity: A Study of Alzheimer’s Disease,https://pureportal.coventry.ac.uk/en/publications/bispectrum-based-cross-frequency-functional-connectivity-a-study-,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,8 Aug 2021
106,"Blockchain and smart contract for access control in healthcare: A survey, issues and challenges, and open issues",https://pureportal.coventry.ac.uk/en/publications/blockchain-and-smart-contract-for-access-control-in-healthcare-a-,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,15 Mar 2021
107,Building Capacity: HEED Skills Audit and Recommendations:  HEED Skills Audit and Recommendations,https://pureportal.coventry.ac.uk/en/publications/building-capacity-heed-skills-audit-and-recommendations-heed-skil,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,24 Mar 2021
108,Cell site analysis; use and reliability of survey methods,https://pureportal.coventry.ac.uk/en/publications/cell-site-analysis-use-and-reliability-of-survey-methods,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,Sep 2021
109,Centralised and decentralised sensor fusion‐based emergency brake assist,https://pureportal.coventry.ac.uk/en/publications/centralised-and-decentralised-sensor-fusionbased-emergency-brake-,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,11 Aug 2021
110,Characterising Alzheimer's Disease with EEG-based Energy Landscape Analysis,https://pureportal.coventry.ac.uk/en/publications/characterising-alzheimers-disease-with-eeg-based-energy-landscape,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,19 Feb 2021
111,Critical behavior of magnetic polymers in two and three dimensions,https://pureportal.coventry.ac.uk/en/publications/critical-behavior-of-magnetic-polymers-in-two-and-three-dimension,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,16 Aug 2021
112,CSI-COP Policy Brief 1: How Citizen Science Can Add Value to Investigate Compliance of the General Data Protection Regulation (GDPR). ,https://pureportal.coventry.ac.uk/en/publications/csi-cop-policy-brief-1-how-citizen-science-can-add-value-to-inves,"Shah, H.",https://pureportal.coventry.ac.uk/en/persons/huma-shah,30 Mar 2021
113,CSI-COP - 'Your Right to Privacy Online',https://pureportal.coventry.ac.uk/en/publications/csi-cop-your-right-to-privacy-online,"Winter, J.",https://pureportal.coventry.ac.uk/en/persons/jaimz-winter,2021
114,Deciding the consistency of non-linear real arithmetic constraints with a conflict driven search using cylindrical algebraic coverings,https://pureportal.coventry.ac.uk/en/publications/deciding-the-consistency-of-non-linear-real-arithmetic-constraint,"England, M.",https://pureportal.coventry.ac.uk/en/persons/matthew-england,Feb 2021
115,Diversity collaboratively guided random drift particle swarm optimization,https://pureportal.coventry.ac.uk/en/publications/diversity-collaboratively-guided-random-drift-particle-swarm-opti,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,13 Jul 2021
116,DMO-QPSO: A multi-objective quantum-behaved particle swarm optimization algorithm based on decomposition with diversity control,https://pureportal.coventry.ac.uk/en/publications/dmo-qpso-a-multi-objective-quantum-behaved-particle-swarm-optimiz,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,16 Aug 2021
117,Economic Evaluation of Mental Health Effects of Flooding Using Bayesian Networks,https://pureportal.coventry.ac.uk/en/publications/economic-evaluation-of-mental-health-effects-of-flooding-using-ba,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,13 Jul 2021
118,Efficient activity recognition using lightweight CNN and DS-GRU network for surveillance applications,https://pureportal.coventry.ac.uk/en/publications/efficient-activity-recognition-using-lightweight-cnn-and-ds-gru-n,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,May 2021
119,Efimov-DNA Phase diagram: three stranded DNA on a cubic lattice,https://pureportal.coventry.ac.uk/en/publications/efimov-dna-phase-diagram-three-stranded-dna-on-a-cubic-lattice,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,12 Aug 2021
120,EnSuRe: Energy & Accuracy Aware Fault-tolerant Scheduling on Real-time Heterogeneous Systems,https://pureportal.coventry.ac.uk/en/publications/ensure-energy-amp-accuracy-aware-fault-tolerant-scheduling-on-rea,"Kasap, S.",https://pureportal.coventry.ac.uk/en/persons/server-kasap,26 Jul 2021
121,Evaluation of a Switched Combining Based Distributed Antenna System (DAS) for Pedestrian-to-Vehicle Communications,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-a-switched-combining-based-distributed-antenna-syst,"Yoo, S.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,5 Aug 2021
122,Finding the Uncomfortable Solution: Responsible Innovation in Humanitarian Energy,https://pureportal.coventry.ac.uk/en/publications/finding-the-uncomfortable-solution-responsible-innovation-in-huma,"Gaura, E.",https://pureportal.coventry.ac.uk/en/persons/elena-gaura,5 Oct 2021
123,Generation of Pedestrian Crossing Scenarios Using Ped-Cross Generative Adversarial Network,https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-crossing-scenarios-using-ped-cross-gener,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,6 Jan 2021
124,Generative adversarial network-based scheme for diagnosing faults in cyber-physical power systems,https://pureportal.coventry.ac.uk/en/publications/generative-adversarial-network-based-scheme-for-diagnosing-faults,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,30 Jul 2021
125,Guest Editorial: Special Issue on Deep Representation and Transfer Learning for Smart and Connected Health,https://pureportal.coventry.ac.uk/en/publications/guest-editorial-special-issue-on-deep-representation-and-transfer,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,4 Feb 2021
126,Improving Algebraic Tools to Study Bifurcation Sequences of Population Models,https://pureportal.coventry.ac.uk/en/publications/improving-algebraic-tools-to-study-bifurcation-sequences-of-popul,"England, M.",https://pureportal.coventry.ac.uk/en/persons/matthew-england,14 Sep 2021
127,Improving skin cancer classification using heavy-tailed student t-distribution in generative adversarial networks (Ted-gan),https://pureportal.coventry.ac.uk/en/publications/improving-skin-cancer-classification-using-heavy-tailed-student-t,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,19 Nov 2021
128,Investigating the effects of two fragrances on comfort in the automotive context,https://pureportal.coventry.ac.uk/en/publications/investigating-the-effects-of-two-fragrances-on-comfort-in-the-aut,"Brusey, J.",https://pureportal.coventry.ac.uk/en/persons/james-brusey,8 Jan 2021
129,IoT-Enabled Light Intensity-Controlled Seamless Highway Lighting System,https://pureportal.coventry.ac.uk/en/publications/iot-enabled-light-intensity-controlled-seamless-highway-lighting-,"Kurniawan, I. F.",https://pureportal.coventry.ac.uk/en/persons/ibnu-febry-kurniawan,Mar 2021
130,IO-VNBD: Inertial and Odometry benchmark dataset for ground vehicle positioning,https://pureportal.coventry.ac.uk/en/publications/io-vnbd-inertial-and-odometry-benchmark-dataset-for-ground-vehicl-2,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,Apr 2021
131,Learning to localise automated vehicles in challenging environments using inertial navigation systems (INS),https://pureportal.coventry.ac.uk/en/publications/learning-to-localise-automated-vehicles-in-challenging-environmen,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,30 Jan 2021
132,Learning Uncertainties in Wheel Odometry for Vehicular Localisation in GNSS Deprived Environments,https://pureportal.coventry.ac.uk/en/publications/learning-uncertainties-in-wheel-odometry-for-vehicular-localisati,"Christopoulos, S.",https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos,Feb 2021
133,Measuring local sensitivity in Bayesian inference using a new class of metrics,https://pureportal.coventry.ac.uk/en/publications/measuring-local-sensitivity-in-bayesian-inference-using-a-new-cla,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,16 Sep 2021
134,Mobile computing and communications-driven fog-assisted disaster evacuation techniques for context-aware guidance support: A survey,https://pureportal.coventry.ac.uk/en/publications/mobile-computing-and-communications-driven-fog-assisted-disaster-,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,1 Nov 2021
135,Modelling the effect of market forces on the impact of introducing human immunodeficiency virus pre‐exposure prophylaxis among female sex workers,https://pureportal.coventry.ac.uk/en/publications/modelling-the-effect-of-market-forces-on-the-impact-of-introducin,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,Mar 2021
136,MSLDOCK: Multi-Swarm Optimization for Flexible Ligand Docking and Virtual Screening,https://pureportal.coventry.ac.uk/en/publications/msldock-multi-swarm-optimization-for-flexible-ligand-docking-and-,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,22 Mar 2021
137,Multi-Phase Locking Value: A Generalized Method for Determining Instantaneous Multi-frequency Phase Coupling,https://pureportal.coventry.ac.uk/en/publications/multi-phase-locking-value-a-generalized-method-for-determining-in,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,20 Feb 2021
138,Nonlinear Estimation of Sensor Faults With Unknown Dynamics for a Fixed Wing Unmanned Aerial Vehicle,https://pureportal.coventry.ac.uk/en/publications/nonlinear-estimation-of-sensor-faults-with-unknown-dynamics-for-a,"Brusey, J.",https://pureportal.coventry.ac.uk/en/persons/james-brusey,19 Jul 2021
139,Nonlinear System Identification of Neural Systems from Neurophysiological Signals,https://pureportal.coventry.ac.uk/en/publications/nonlinear-system-identification-of-neural-systems-from-neurophysi-2,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,15 Mar 2021
140,Novel lockstep-based fault mitigation approach for SoCs with roll-back and roll-forward recovery,https://pureportal.coventry.ac.uk/en/publications/novel-lockstep-based-fault-mitigation-approach-for-socs-with-roll,"Kasap, S.",https://pureportal.coventry.ac.uk/en/persons/server-kasap,Sep 2021
141,Optimising feedstock flowrate to improve the performance of an existing anaerobic digestion system.,https://pureportal.coventry.ac.uk/en/publications/optimising-feedstock-flowrate-to-improve-the-performance-of-an-ex,"Brusey, J.",https://pureportal.coventry.ac.uk/en/persons/james-brusey,24 Jun 2021
142,Pedestrian and Vehicle Detection in Autonomous Vehicle Perception Systems—A Review,https://pureportal.coventry.ac.uk/en/publications/pedestrian-and-vehicle-detection-in-autonomous-vehicle-perception,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,Nov 2021
143,"Predicting mortality, duration of treatment, pulmonary embolism and required ceiling of ventilatory support for COVID-19 inpatients: A Machine-Learning Approach",https://pureportal.coventry.ac.uk/en/publications/predicting-mortality-duration-of-treatment-pulmonary-embolism-and,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,20 Feb 2021
144,Predicting the technical reusability of load-bearing building components: A probabilistic approach towards developing a Circular Economy framework,https://pureportal.coventry.ac.uk/en/publications/predicting-the-technical-reusability-of-load-bearing-building-com,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Oct 2021
145,Proving UNSAT in SMT: The Case of Quantifier Free Non-Linear Real Arithmetic,https://pureportal.coventry.ac.uk/en/publications/proving-unsat-in-smt-the-case-of-quantifier-free-non-linear-real-,"England, M.",https://pureportal.coventry.ac.uk/en/persons/matthew-england,16 Jul 2021
146,Real-time registration of 3D echo to X-ray fluoroscopy based on cascading classifiers and image registration,https://pureportal.coventry.ac.uk/en/publications/real-time-registration-of-3d-echo-to-x-ray-fluoroscopy-based-on-c,"Ma, Y.",https://pureportal.coventry.ac.uk/en/persons/yingliang-ma,25 Feb 2021
147,Scenario Optimisation and Sensitivity Analysis for Safe Automated Driving Using Gaussian Processes,https://pureportal.coventry.ac.uk/en/publications/scenario-optimisation-and-sensitivity-analysis-for-safe-automated,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,15 Jan 2021
148,Security Improvement for Energy Harvesting based Overlay Cognitive Networks with Jamming-Assisted Full-Duplex Destinations,https://pureportal.coventry.ac.uk/en/publications/security-improvement-for-energy-harvesting-based-overlay-cognitiv,"Yoo, S.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,1 Nov 2021
149,Simultaneous Actuator and Sensor Faults Estimation for Aircraft Using a Jump-Markov Regularized Particle Filter,https://pureportal.coventry.ac.uk/en/publications/simultaneous-actuator-and-sensor-faults-estimation-for-aircraft-u,"Brusey, J.",https://pureportal.coventry.ac.uk/en/persons/james-brusey,7 Jun 2021
150,SSF: Smart city Semantics Framework for reusability of semantic data,https://pureportal.coventry.ac.uk/en/publications/ssf-smart-city-semantics-framework-for-reusability-of-semantic-da,"Yoo, S.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,7 Dec 2021
151,The challenges of community-based solar energy interventions: Lessons from two Rwandan Refugee Camps,https://pureportal.coventry.ac.uk/en/publications/the-challenges-of-community-based-solar-energy-interventions-less,"Gaura, E.",https://pureportal.coventry.ac.uk/en/persons/elena-gaura,Dec 2021
152,The DEWCAD project: pushing back the doubly exponential wall of cylindrical algebraic decomposition,https://pureportal.coventry.ac.uk/en/publications/the-dewcad-project-pushing-back-the-doubly-exponential-wall-of-cy,"Sadeghimanesh, A.",https://pureportal.coventry.ac.uk/en/persons/amirhosein-sadeghimanesh-sadeghi-manesh,Sep 2021
153,The epidemiological landscape of anemia in women of reproductive age in sub-Saharan Africa,https://pureportal.coventry.ac.uk/en/publications/the-epidemiological-landscape-of-anemia-in-women-of-reproductive-,"Sadeghimanesh, A.",https://pureportal.coventry.ac.uk/en/persons/amirhosein-sadeghimanesh-sadeghi-manesh,7 Jun 2021
154,"The Salience of Islam to Muslim Heritage Children’s Experiences of Identity, Family, and Well-Being in Foster Care",https://pureportal.coventry.ac.uk/en/publications/the-salience-of-islam-to-muslim-heritage-childrens-experiences-of,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,25 May 2021
155,Topic modelling in precision medicine with its applications in personalized diabetes management,https://pureportal.coventry.ac.uk/en/publications/topic-modelling-in-precision-medicine-with-its-applications-in-pe,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,18 Jul 2021
156,Towards algorithm-free physical equilibrium model of computing,https://pureportal.coventry.ac.uk/en/publications/towards-algorithm-free-physical-equilibrium-model-of-computing,"Mousavi, S.",https://pureportal.coventry.ac.uk/en/persons/seyed-mousavi-mousavi,Dec 2021
157,Understanding HIV and associated risk factors among religious groups in Zimbabwe,https://pureportal.coventry.ac.uk/en/publications/understanding-hiv-and-associated-risk-factors-among-religious-gro,"Mousavi, S.",https://pureportal.coventry.ac.uk/en/persons/seyed-mousavi-mousavi,17 Feb 2021
158,Unpacking Gender and Sexuality in Contemporary Mormonism,https://pureportal.coventry.ac.uk/en/publications/unpacking-gender-and-sexuality-in-contemporary-mormonism,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,1 Oct 2021
159,Unsupervised Doppler Radar Based Activity Recognition for e-Healthcare,https://pureportal.coventry.ac.uk/en/publications/unsupervised-doppler-radar-based-activity-recognition-for-e-healt,"Sharifzadeh, S.",https://pureportal.coventry.ac.uk/en/persons/sara-sharifzadeh,2021
160,Using Machine Learning Algorithms to Develop a Clinical Decision-Making Tool for COVID-19 Inpatients,https://pureportal.coventry.ac.uk/en/publications/using-machine-learning-algorithms-to-develop-a-clinical-decision-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,9 Jun 2021
161,WhONet: Wheel Odometry neural Network for vehicular localisation in GNSS-deprived environments,https://pureportal.coventry.ac.uk/en/publications/whonet-wheel-odometry-neural-network-for-vehicular-localisation-i,"Fitzpatrick, M. E.",https://pureportal.coventry.ac.uk/en/persons/michael-fitzpatrick,Oct 2021
162,"Working Towards Modern, Affordable & Sustainable Energy Systems in the Context of Displacement: Recommendations for Researchers and Practitioners",https://pureportal.coventry.ac.uk/en/publications/working-towards-modern-affordable-amp-sustainable-energy-systems-,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,18 Jan 2021
163,"‘Come, Follow Me’, The Sacralising of the Home, and The Guardian of the Family: How Do European Women Negotiate the Domestic Space in the Church of Jesus Christ of Latter-Day Saints?",https://pureportal.coventry.ac.uk/en/publications/come-follow-me-the-sacralising-of-the-home-and-the-guardian-of-th,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,12 May 2021
164,A Leap from Randomized to Quantum Clustering with Support Vector Machine - A Computation Complexity Analysis,https://pureportal.coventry.ac.uk/en/publications/a-leap-from-randomized-to-quantum-clustering-with-support-vector-,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,3 Aug 2020
165,A low cost and highly accurate technique for big data spatial-temporal interpolation,https://pureportal.coventry.ac.uk/en/publications/a-low-cost-and-highly-accurate-technique-for-big-data-spatial-tem,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Jul 2020
166,A machine learning based software pipeline to pick the variable ordering for algorithms with polynomial inputs,https://pureportal.coventry.ac.uk/en/publications/a-machine-learning-based-software-pipeline-to-pick-the-variable-o,"England, M.",https://pureportal.coventry.ac.uk/en/persons/matthew-england,8 Jul 2020
167,A new hardware approach to self-organizing maps,https://pureportal.coventry.ac.uk/en/publications/a-new-hardware-approach-to-self-organizing-maps,"Gaura, E.",https://pureportal.coventry.ac.uk/en/persons/elena-gaura,31 Jul 2020
168,A scalable hybrid MAC strategy for traffic-differentiated IoT-enabled intra-vehicular networks,https://pureportal.coventry.ac.uk/en/publications/a-scalable-hybrid-mac-strategy-for-traffic-differentiated-iot-ena,"Kurniawan, I. F.",https://pureportal.coventry.ac.uk/en/persons/ibnu-febry-kurniawan,1 May 2020
169,Behavioural Analytics: A Preventative Means for the Future of Policing,https://pureportal.coventry.ac.uk/en/publications/behavioural-analytics-a-preventative-means-for-the-future-of-poli,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,17 Jul 2020
170,Components reuse in the building sector – A systematic review,https://pureportal.coventry.ac.uk/en/publications/components-reuse-in-the-building-sector-a-systematic-review,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Apr 2020
171,Constructing gene regulatory networks from microarray data using non-Gaussian pair-copula Bayesian networks,https://pureportal.coventry.ac.uk/en/publications/constructing-gene-regulatory-networks-from-microarray-data-using-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,24 Jul 2020
172,Contemporary Issues for the Church of Jesus Christ of Latter-day Saints in Ireland and the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/contemporary-issues-for-the-church-of-jesus-christ-of-latter-day-,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,29 Nov 2020
173,Copula-based probabilistic assessment of intensity and duration of cold episodes: A case study of Malayer vineyard region,https://pureportal.coventry.ac.uk/en/publications/copula-based-probabilistic-assessment-of-intensity-and-duration-o,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,15 Dec 2020
174,Digital Twin Technologies and Smart Cities,https://pureportal.coventry.ac.uk/en/publications/digital-twin-technologies-and-smart-cities,"Daneshkhah, A. (ed.)",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,2020
175,Effective Capacity Analysis over Generalized Composite Fading Channels,https://pureportal.coventry.ac.uk/en/publications/effective-capacity-analysis-over-generalized-composite-fading-cha,"Yoo, S. K.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,17 Jun 2020
176,Energy Optimization on Joint Task Computation Using Genetic Algorithm,https://pureportal.coventry.ac.uk/en/publications/energy-optimization-on-joint-task-computation-using-genetic-algor,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,21 Dec 2020
177,"Evaluating assumptions of scales for subjective assessment of thermal environments – Do laypersons perceive them the way, we researchers believe?",https://pureportal.coventry.ac.uk/en/publications/evaluating-assumptions-of-scales-for-subjective-assessment-of-the,"Montazami, A.",https://pureportal.coventry.ac.uk/en/persons/azadeh-montazami,15 Mar 2020
178,Farm Area Segmentation in Satellite Images Using DeepLabv3+ Neural Networks,https://pureportal.coventry.ac.uk/en/publications/farm-area-segmentation-in-satellite-images-using-deeplabv3-neural,"Sharifzadeh, S.",https://pureportal.coventry.ac.uk/en/persons/sara-sharifzadeh,30 Jul 2020
179,Generation of pedestrian pose structures using generative adversarial networks,https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-pose-structures-using-generative-adversa,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,17 Feb 2020
180,Geometrical Frustration in Interacting Self-Avoiding Walk Models of Polymers in Dilute Solution,https://pureportal.coventry.ac.uk/en/publications/geometrical-frustration-in-interacting-self-avoiding-walk-models-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,22 Jul 2020
181,Individual and community-level benefits of PrEP in western Kenya and South Africa: Implications for population prioritization of PrEP provision,https://pureportal.coventry.ac.uk/en/publications/individual-and-community-level-benefits-of-prep-in-western-kenya-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,31 Dec 2020
182,Indoor Visible Light Communication: A Tutorial and Survey,https://pureportal.coventry.ac.uk/en/publications/indoor-visible-light-communication-a-tutorial-and-survey,"Khan, A. S.",https://pureportal.coventry.ac.uk/en/persons/amjad-saeed-khan,11 Dec 2020
183,IO-VNBD: Inertial and Odometry Benchmark Dataset for Ground Vehicle Positioning,https://pureportal.coventry.ac.uk/en/publications/io-vnbd-inertial-and-odometry-benchmark-dataset-for-ground-vehicl,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,4 May 2020
184,Is modelling complexity always needed? Insights from modelling PrEP introduction in South Africa,https://pureportal.coventry.ac.uk/en/publications/is-modelling-complexity-always-needed-insights-from-modelling-pre,"Palade, V.",https://pureportal.coventry.ac.uk/en/persons/vasile-palade,23 Nov 2020
185,Nonlinear System Identification of Neural Systems from Neurophysiological Signals,https://pureportal.coventry.ac.uk/en/publications/nonlinear-system-identification-of-neural-systems-from-neurophysi,"He, F.",https://pureportal.coventry.ac.uk/en/persons/fei-he,Aug 2020
186,On Shadowing the κ-μ Fading Model,https://pureportal.coventry.ac.uk/en/publications/on-shadowing-the-%CE%BA-%CE%BC-fading-model,"Yoo, S. K.",https://pureportal.coventry.ac.uk/en/persons/seongki-yoo,29 Jul 2020
187,On the functional central limit theorem for first passage time of nonlinear semi-Markov reward processes,https://pureportal.coventry.ac.uk/en/publications/on-the-functional-central-limit-theorem-for-first-passage-time-of,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Oct 2020
188,Opinion evidence in Cell Site Analysis,https://pureportal.coventry.ac.uk/en/publications/opinion-evidence-in-cell-site-analysis,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,Jul 2020
189,Polymer in wedge-shaped confinement: Effect on the θ  temperature,https://pureportal.coventry.ac.uk/en/publications/polymer-in-wedge-shaped-confinement-effect-on-the-%CE%B8-temperature,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,20 Mar 2020
190,Quantifying early COVID-19 outbreak transmission in South Africa and exploring vaccine efficacy scenarios,https://pureportal.coventry.ac.uk/en/publications/quantifying-early-covid-19-outbreak-transmission-in-south-africa-,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,24 Jul 2020
191,Safeguarding gains in the Sexual and Reproductive Health and AIDS Response amidst COVID-19: The Role of African Civil Society,https://pureportal.coventry.ac.uk/en/publications/safeguarding-gains-in-the-sexual-and-reproductive-health-and-aids,"Tart, M. S.",https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart,1 Nov 2020
192,Some Computational Considerations for Kernel-Based Support Vector Machine,https://pureportal.coventry.ac.uk/en/publications/some-computational-considerations-for-kernel-based-support-vector,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,2020
193,Spatiotemporal transmission dynamics of the COVID-19 pandemic and its impact on critical healthcare capacity,https://pureportal.coventry.ac.uk/en/publications/spatiotemporal-transmission-dynamics-of-the-covid-19-pandemic-and,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,Jul 2020
194,Stemming cholera tides in Zimbabwe through mass vaccination,https://pureportal.coventry.ac.uk/en/publications/stemming-cholera-tides-in-zimbabwe-through-mass-vaccination,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Jul 2020
195,"The empty womb, the unanswered prayer: Female Infertility and involuntary childlessness in British Mormon communities",https://pureportal.coventry.ac.uk/en/publications/the-empty-womb-the-unanswered-prayer-female-infertility-and-invol,"Halford, A.",https://pureportal.coventry.ac.uk/en/persons/alison-halford,28 Dec 2020
196,The impact of physical exercise on the fatigue symptoms in patients with multiple sclerosis: A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-physical-exercise-on-the-fatigue-symptoms-in-patien,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,13 Mar 2020
197,"The influence of acclimatization, age and gender-related differences on thermal perception in university buildings: case studies in Scotland and England",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-acclimatization-age-and-gender-related-differenc,"Montazami, A.",https://pureportal.coventry.ac.uk/en/persons/azadeh-montazami,15 Jul 2020
198,The prevalence of Restless Legs Syndrome/Willis-ekbom disease (RLS/WED) in the third trimester of pregnancy: a systematic review,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-restless-legs-syndromewillis-ekbom-disease-rlsw,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,13 Apr 2020
199,The prevalence of severe depression in Iranian older adult: a meta-analysis and meta-regression,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-severe-depression-in-iranian-older-adult-a-meta,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,3 Feb 2020
200,The prevalence of sleep disturbances among physicians and nurses facing the COVID-19 patients: a systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-sleep-disturbances-among-physicians-and-nurses-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,29 Sep 2020
201,"The prevalence of stress, anxiety and depression within front-line healthcare workers caring for COVID-19 patients: a systematic review and meta-regression",https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-stress-anxiety-and-depression-within-front-line,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,17 Dec 2020
202,Time to Scale Up Preexposure Prophylaxis Beyond the Highest-Risk Populations? Modeling Insights From High-Risk Women in Sub-Saharan Africa,https://pureportal.coventry.ac.uk/en/publications/time-to-scale-up-preexposure-prophylaxis-beyond-the-highest-risk-,"Daneshkhah, A.",https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah,1 Nov 2020
203,"Understanding Household Fuel Choice Behaviour in the Amazonas State, Brazil: Effects of Validation and Feature Selection",https://pureportal.coventry.ac.uk/en/publications/understanding-household-fuel-choice-behaviour-in-the-amazonas-sta,"Brusey, J.",https://pureportal.coventry.ac.uk/en/persons/james-brusey,28 Jul 2020
